"GeolCode";"GeolCodeInt";"DE";"FR"
;15202314;"Ruestel-Flysch";"Flysch de Ruestel"
;15202315;"Scheidegg-Flysch";"Flysch de la Scheidegg"
;15202316;"Habkern-Granit";"Granite de Habkern"
;15202317;"Gros-Plané-Melange";"Mélange du Gros Plané"
;15202318;"Bodevena-Melange";"Mélange de la Bodevena"
;15202319;"Subalpiner Flysch";"Flysch Subalpin"
;15202320;"Torrenthorn-Formation";"Formation du Torrenthorn"
;15202321;"Weissgandstöckli-Bank";"Banc du Weissgandstöckli"
;15202322;"Grisch-Member";"Membre du (Piz) Grisch"
;15202323;"Foostock-Member";"Membre du Foostock"
;15202324;"Murgtal-Formation";"Formation du Murgtal"
;15202325;"Dzéman-Member";"Membre du Dzéman"
;15202326;"Aplitische Randfazies des Zentralen Aare-Granits";"Faciès de bordure aplitique du Granite Central de l'Aar"
;15202327;"Chli-Windgällen-Rhyolith";"Rhyolithe de la Chli Windgällen"
;15202328;"Bäregg-Gneiskomplex";"Complexe gneissique de la Bäregg"
;15202329;"Gärsthorn-Gneiskomplex";"Complexe gneissique du Gärsthorn"
;15202330;"Sogn-Placi-Gneiskomplex";"Complexe gneissique de Sogn Placi"
;15202331;"Massa-Gneiskomplex";"Complexe gneissique de la Massa"
;15202332;"Frühvariszische Intrusiva des Aiguilles-Rouges-Massivs";"Roches plutoniques éo-varisques du massif des Aiguilles Rouges"
;15202333;"Frühvariszische Intrusiva des Aiguilles-Rouges-Massivs";"Roches plutoniques éo-varisques du massif des Aiguilles Rouges"
;15202334;"Prävariszisches polyzyklisches Grundgebirge des Aiguilles-Rouges-Massivs";"Socle polycyclique anté-varisque du massif des Aiguilles Rouges"
;15202335;"Chéserys-Gneis";"Gneiss des Chéserys"
;15202336;"Spät- bis postvariszische Intrusiva des Mont-Blanc-Massivs";"Roches plutoniques tardi- à post-varisques du massif du Mont Blanc"
;15202337;"Prävariszisches polyzyklisches Grundgebirge des Mont-Blanc-Massivs";"Socle polycyclique anté-varisque du massif du Mont Blanc"
;15202338;"Alp-Cavradi-Gneiskomplex";"Complexe gneissique de l'Alp Cavradi"
;15202339;"Giubine-Gneiskomplex";"Complexe gneissique de Giubine"
;15202340;"Prävariszisches polyzyklisches Grundgebirge der Gotthardt-Decke";"Socle polycyclique anté-varisque de la nappe du Gotthard"
;15202341;"Unterwassern-Gneis";"Gneiss d'Unterwassern"
;15202342;"Hüenerstock-Gneis";"Gneiss de l'Hüenerstock"
;15202343;"Sassina-Augengneis";"Gneiss oeillé du Sassina"
;15202344;"Alp-Ramosa-Granitgneis";"Gneiss granitique de l'Alp Ramosa"
;15202345;"Val-Camadra-Migmatit";"Migmatite du Val Camadra"
;15202346;"Val-Nalps-Gneiskomplex";"Complexe gneissique du Val Nalps"
;15202347;"Prato-Gneis";"Gneiss de Prato"
;15202348;"Distelgrat-Gneis";"Gneiss du Distelgrat"
;15202349;"Val-Gronda-Augengneis";"Gneiss oeillé du Val Gronda"
;15202350;"Fuorcla-Paradis-Serpentinit";"Serpentinite de la Fuorcla Paradis"
;15202351;"Paradis-Gneiskomplex";"Complexe gneissique du (Piz) Paradis"
;15202352;"Oberstafel-Gneis";"Gneiss d'Oberstafel"
;15202353;"Ganneretsch-Gneis";"Gneiss du (Piz) Ganneretsch"
;15202354;"Corandoni-Amphibolit";"Amphibolite de Corandoni"
;15202355;"Prävariszisches polyzyklisches Grundgebirge der Tavetsch-Decke";"Socle polycyclique anté-varisque de la nappe du Tavetsch"
;15202356;"Rueras-Gneiskomplex";"Complexe gneissique de Rueras"
;15202357;"Prä- und Frühvariszische Sedimente und Vulkanite des Aiguilles-Rouges-Massivs";"Roches sédimentaires et volcaniques éo-varisques du massif des Aiguilles Rouges"
;15202358;"Au-d'Arbignon-Schiefer";"Schistes de l'Au d'Arbignon"
;15202359;"Dorénaz-Konglomerat";"Conglomérat de Dorénaz"
;15202394;"Spirstock-Member";"Membre du Spirstock"
;15202395;"«Roter Seewenkalk»";"«Roter Seewenkalk»"
;15202396;"Untere Götzis-Bank";"Banc de Götzis inférieur"
;15202397;"Col-de-la-Plaine-Morte-Bank";"Banc du Col de la Plaine Morte"
;15202398;"«Oberer Betliskalk»";"«Oberer Betliskalk»"
;15202399;"«Unterer Betliskalk»";"«Unterer Betliskalk»"
;15202400;"Vättis-Fossilbrekzie";"Brèche fossilifère de Vättis"
;15202401;"Inferno-Formation, Oberer Teil";"Formation d'Inferno, partie supérieure"
;15202402;"Inferno-Formation, Mittlerer Teil";"Formation d'Inferno, partie moyenne"
;15202403;"Inferno-Formation, Unterer Teil";"Formation d'Inferno, partie inférieure"
;15202404;"Sexmor-Formation, Oberer Teil";"Formation du Sexmor, partie supérieure"
;15202405;"Sexmor-Formation, Unterer Teil";"Formation du Sexmor, partie inférieure"
;15202406;"«Leitoolith»";"«Leitoolith»"
;15202411;"Lochegg-Brekzie";"Brèche de la Lochegg"
;15202412;"«Obere Zementsteinschichten»";"«Obere Zementsteinschichten»"
;15202413;"«Untere Zementsteinschichten»";"«Untere Zementsteinschichten»"
;15202414;"«Rote Echinodermenbrekzie»";"«Rote Echinodermenbrekzie»"
;15202415;"«Obere Tonschiefer» (Bommerstein-Fm.)";"«Obere Tonschiefer» (Fm. du Bommerstein)"
;15202416;"Glockhaus-Member";"Membre du Glockhaus"
;15202417;"«Basaler Quarzit» (Coroi-Fm.)";"«Quartzite de base» (Fm. du Coroi)"
;15202418;"Rauwacke (Röti-Fm.)";"Cornieule (Fm. de la Röti)"
;15202419;"Col-du-Jorat-Member";"Membre du Col du Jorat"
;15202420;"«Equisetenschiefer»";"«Equisetenschiefer»"
;15202421;"Leist-Mergel";"Marne du Leist"
;15202422;"Leiboden-Mergel";"Marne du Leiboden"
;15202423;"Covayes-Formation";"Formation des Covayes"
;15202424;"Javrex-Formation";"Formation du Javrex"
;15202425;"«Marnes noires pyriteuses»";"«Marnes noires pyriteuses»"
;15202426;"«Calcaires gréso-glauconieux»";"«Calcaires gréso-glauconieux»"
;15202427;"«Calcarénites beiges oolitiques»";"«Calcarénites beiges oolitiques»"
;15202428;"«Calcaire siliceux brunâtre»";"«Calcaire siliceux brunâtre»"
;15202429;"Villarbeney-Formation";"Formation de Villarbeney"
;15202430;"Veveyse-de-Châtel-Member";"Membre de la Veveyse de Châtel"
;15202431;"Riondouneire-Member";"Membre de Riondouneire"
;15202432;"Jogne-Formation";"Formation de la Jogne"
;15202433;"«Calcaires bréchiques»";"«Calcaires bréchiques»"
;15202434;"Vuavres-Member";"Membre des Vuavres"
;15202435;"Planière-Member";"Membre de la Planière"
;15202436;"Bifé-Formation";"Formation de Bifé"
;15202437;"«Calcaire à ciment» (Bifé-Fm.)";"«Calcaire à ciment» (Fm. de Bifé)"
;15202438;"Joux-Galez-Member";"Membre de Joux Galez"
;15202439;"Pereyres-Formation";"Formation de la Pereyre"
;15202440;"Praz-Couquain-Formation";"Formation de Praz Couquain"
;15202442;"Gryonne-Formation";"Formation de la Gryonne"
;15202443;"Taffon-Member";"Membre du Taffon"
;15202444;"Saix-Member";"Membre des Saix"
;15202445;"Cergnement-Member";"Membre du Cergnement"
;15202446;"Arveyes-Flysch";"Flysch de la nappe d'Arveyes"
;15202447;"Sex-Mort-Flysch";"Flysch de la nappe du Sex Mort"
"Vlit503001";15202448;"Maasplanggstock-Metaandesit";"Méta-andésite du Maasplanggstock"
"Vlit503002";15202449;"Dammagletscher-Diorit";"Diorite du Dammagletscher"
"Vlit503003";15202450;"Schiefriger Mines-Lias";"Lias des Mines schisteux"
"Vlit503004";15202451;"Kalkiger Mines-Lias";"Lias des Mines calcaire"
"Vlit503005";15202452;"Basaler Mines-Lias";"Lias des Mines basal"
"Vlit503006";15202453;"Tektonisierte Basis des Glarner-Verrucano («Plagioklasgneis»)";"base tectonisée du Verrucano de Glaris («Plagioklasgneis»)"
"Vlit503007";15202454;"Chrüzlistock-Migmatit";"Migmatite du Chrüzlistock"
"Vlit503008";15202455;"Piz-Cuolmet-Gneiskomplex";"Complexe gneissique du Piz Cuolmet"
"Vlit503009";15202456;"Pulanera-Gneiskomplex";"Pulanera-Gneiskomplex"
"Vlit503010";15202464;"Spät- bis postvariszische Sedimente und Vulkanite des Helvetikums";"Roches sédimentaires et volcaniques tardi- à post-varisques de l'Helvétique"
"Vlit503011";15202465;"Permo-Karbon des Aiguilles-Rouges-Massivs";"Permo-Carbonifère du massif des Aiguilles Rouges"
"Vlit503012";15202466;"Kristallin des Helvetikums";"Socle cristallin de l'Helvétique"
"Vlit503013";15202467;"Variszisches Kristallin des Helvetikums";"Variszisches Kristallin des Helvetikums"
"Vlit503014";15202468;"Prävariszisches polyzyklisches Grundgebirge des Helvetikums";"Socle polycyclique anté-varisque de l'Helvétique"
"Vlit503015";15202469;"Undifferenziertes Kristallin des Helvetikums";"Socle cristallin indifférencié de l'Helvétique"
"Vlit503016";15202472;"Catogne-Gneiskomplex";"Complexe gneissique du Catogne"
"Vlit503017";15202473;"Grépillon-Leukogranitporphyr";"Leucogranite des Grépillons"
"Vlit503018";15202474;"Arpette-Leukogranit";"Leucogranite d'Arpette"
"Vlit503019";15202475;"Bitschji-Augengneis";"Gneiss oeillé de Bitschji"
"Vlit503020";15202476;"Geimen-Augengneis";"Gneiss oeillé de Geimen"
"Vlit503021";15202477;"Altkristallin des Mont-Blanc-Massivs, migmatitisch";"Socle polycyclique anté-varisque du massif du Mont Blanc, migmatitique"
"Vlit503022";15202478;"Altkristallin des Mont-Blanc-Massivs, amphibolitreich";"Socle polycyclique anté-varisque du massif du Mont Blanc, riche en amphibolites"
"Vlit503023";15202479;"Altkristallin des Mont-Blanc-Massivs, mylonitisch";"Socle polycyclique anté-varisque du massif du Mont Blanc, mylonitique"
"Vlit503024";15202480;"Morcles-Mikrogranit";"Microgranite de Morcles"
"Vlit503025";15202481;"Altkristallin des Aiguilles-Rouges-Massivs, migmatitisch";"Socle polycyclique anté-varisque du massif des Aiguilles Rouges, migmatitique"
"Vlit503026";15202482;"Fully-Gneiskomplex";"Complexe gneissique de Fully"
"Vlit503027";15202483;"Hinterbalm-Granit";"Granite d'Hinterbalm"
"Vlit503028";15202484;"Balmenegg-Granit";"Granite de la Balmenegg"
"Vlit503029";15202485;"Unter-der-Flue-Fazies";"faciès d'Unter-der-Flue"
"Vlit503030";15202486;"Pardatschas-Granit";"Granite du (Piz) Pardatschas"
"Vlit503031";15202487;"Rossbodenstock-Diorit";"Diorite du Rossbodenstock"
"Vlit503032";15202488;"Val-da-Surplattas-Diorit";"Diorite du Val da Surplattas"
"Vlit503033";15202489;"Rinderbiel-Mikrogranit";"Microgranite de Rinderbiel"
"Vlit503034";15202490;"Dachquarzit (Leventina)";"Dachquarzit (Leventina)"
"Vlit503035";15202491;"Kapfen-Formation";"Formation de Kapfen"
"Vlit503036";15202492;"Kapfen-Sandstein";"Grès de Kapfen"
"Vlit503037";15202493;"Kärpfgipfel-Sernifit";"Sernifite du Kärpfgipfel"
"Vlit503038";15202494;"Fulen-Formation";"Formation du Fulen"
"Vlit503039";15202495;"Glattmatt-Member";"Membre de Glattmatt"
"Vlit503040";15202496;"Hahnenstock-Keratophyr";"Kératophyre du Hahnenstock"
"Vlit503041";15202497;"Sonnenberg-Horizonte";"Horizons du Sonnenberg"
"Vlit503042";15202498;"Chamseeli-Konglomerat";"Conglomérat du Chamseeli"
"Vlit503043";15202499;"Rotberg-Sandstein";"Grès du Rotberg"
"Vlit503044";15202500;"Seez-Member";"Membre de Seez"
"Vlit503045";15202501;"Gufelialp-Member";"Membre de la Gufelialp"
"Vlit503046";15202502;"Ilanz-Verrucano s.s.";"Verrucano d'Ilanz s.s."
"Vlit503047";15202503;"Buntgefleckte Schiefer";"Buntgefleckte Schiefer (Ilanz)"
"Vlit503048";15202504;"Perm der Tavetsch-Decke (Val Acla Mulin)";"Permien de la nappe du Tavetsch (Val Acla Mulin)"
"Vlit503049";15202505;"Windgällenlücke-Mikrogranit";"Microgranite de la Windgällenlücke"
"Vlit503050";15202506;"Sandalp-Rhyolith";"Rhyolithe de la Sandalp"
"Vlit503051";15202507;"Tuffitisches Member (Tscharren)";"Tuffitisches Member (Tscharren)"
"Vlit503052";15202508;"Ignimbritisches Member (Tscharren)";"Ignimbritisches Member (Tscharren)"
"Vlit503053";15202509;"Guschakopf-Sandstein";"Grès du Guschakopf"
"Vlit503054";15202510;"Gonzen-Eisenerzhorizont";"Horizon du Gonzen"
"Vlit503055";15202527;"Öhrli-Formation, vom Siderolithikum durchsetzt";"Formation de l'Öhrli, à infiltrations de Sidérolithique"
"Vlit503056";15202528;"Beesten-Fazies";"faciès de Beesten"
"Vlit503057";15202529;"Garwiidi-Diorit";"Diorite de Garwiidi"
"Vlit503058";15202530;"Alp-Crap-Ner-Granit";"Granite de l'Alp Crap Ner"
"Vlit503059";15202531;"Innertkirchen-Migmatit, permisch verwittert";"Migmatite d'Innertkirchen, à altération permienne"
"Vlit503060";15202532;"Erstfeld-Gneiskomplex, permisch verwittert";"Complexe gneissique d'Erstfeld, à altération permienne"
"Vlit503061";15202533;"Suren-Flysch";"Flysch du Suren"
"Vlit503062";15202534;"Obere Sandsteine (Spirstock)";"Obere Sandsteine (Spirstock)"
"Vlit503063";15202535;"Blockmergel (Spirstock)";"Blockmergel (Spirstock)"
"Vlit503064";15202536;"Untere Sandsteine (Spirstock)";"Untere Sandsteine (Spirstock)"
"Vlit503065";15202537;"Ringgenberg-Schichten";"Couches de Ringgenberg"
"Vlit503066";15202538;"Malmbrekzie";"Brèche du Malm"
"Vlit503067";15202539;"Schattwald-Mergelkalk";"Calcaire marneux du Schattwald"
"Vlit503068";15202540;"Elm- und Matt-Formation, undifferenziert";"Formations d'Elm et de Matt, indifférenciées"
"Vlit503069";15202541;"Elm- und Matt-Formation: Quarzsandstein";"Formations d'Elm et de Matt: grès quartzitique"
"Vlit503070";15202542;"Elm- und Matt-Formation: schiefriger Tonstein";"Formations d'Elm et de Matt: argillite schisteuse"
"Vlit503071";15202543;"Schwalmern-Schiefer";"Schistes de la Schwalmern"
"Vlit503072";15202544;"Schwalmern-Kalk";"Calcaire de la Schwalmern"
"Vlit503073";15202545;"Glockhaus-Member: Schiefriger Eisensandstein";"Membre du Glockhaus: grès ferrugineux schisteux"
"Vlit503074";15202546;"Dolomit der Helvetische Trias";"Dolomie du Trias helvétique"
"Vlit503075";15202547;"Rauwacke der Helvetische Trias";"Cornieule du Trias helvétique"
"Vlit503076";15202548;"Gips der Helvetische Trias";"Gypse du Trias helvétique"
"Vlit503077";15202549;"Baltschieder-Granodiorit: Biotittonalit";"Granodiorite de Baltschieder: tonalite à biotite"
"Vlit503078";15202550;"Baltschieder-Granodiorit: Hornblende Biotittonalit";"Granodiorite de Baltschieder: tonalite à biotite et horneblende"
"Vlit503079";15202551;"Erstfeld-Gneiskomplex: Biotit-Plagioklasgneis";"Complexe gneissique d'Erstfeld: gneiss à plagioclase et biotite"
"Vlit503080";15202552;"Erstfeld-Gneiskomplex: Orthogneis";"Complexe gneissique d'Erstfeld: orthogneiss"
"Vlit503081";15202553;"Erstfeld-Gneiskomplex: Migmatit";"Complexe gneissique d'Erstfeld: migmatite"
"Vlit503082";15202554;"Guttannen-Gneiskomplex: Paragneis";"Complexe gneissique de Guttannnen: paragneiss"
"Vlit503083";15202555;"Guttannen-Gneiskomplex: Orthogneis";"Complexe gneissique de Guttannnen: orthogneiss"
"Vlit503084";15202556;"Guttannen-Gneiskomplex: Biotit-Choritschiefer";"Complexe gneissique de Guttannnen: schiste à chlorite et biotite"
"Vlit503085";15202557;"Guttannen-Gneiskomplex: Chlorit-Serizitschiefer";"Complexe gneissique de Guttannnen: schiste à séricite et chlorite"
"Vlit503086";15202558;"Lötschental-Gneiskomplex: Muskovitgneis";"Complexe gneissique du Lötschental: gneiss à muscovite"
"Vlit503087";15202559;"Lötschental-Gneiskomplex: migmatitischer Biotitgneis";"Complexe gneissique du Lötschental: gneiss à biotite migmatitique"
"Vlit503088";15202560;"Lötschental-Gneiskomplex: Chloritschiefer";"Complexe gneissique du Lötschental: schiste à chlorite"
"Vlit503089";15202561;"Ofenhorn-Stampfhorn-Gneiskomplex: gebänderter Biotit-Plagioklasgneis";"Complexe gneissique de l'Ofenhorn-Stampfhorn: gneiss rubané à plagioclase et biotite"
"Vlit503090";15202562;"Ofenhorn-Stampfhorn-Gneiskomplex: Migmatit";"Complexe gneissique de l'Ofenhorn-Stampfhorn: migmatite"
"Vlit503091";15202563;"Ofenhorn-Stampfhorn-Gneiskomplex: Biotitgneis";"Complexe gneissique de l'Ofenhorn-Stampfhorn: gneiss à biotite"
"Vlit503092";15202564;"Ofenhorn-Stampfhorn-Gneiskomplex: Orthogneis";"Complexe gneissique de l'Ofenhorn-Stampfhorn: orthogneiss"
"Vlit503093";15202565;"Bäregg-Gneiskomplex: mylonitischer Orthogneis";"Complexe gneissique de la Bäregg: orthogneiss mylonitique"
"Vlit503094";15202566;"Bäregg-Gneiskomplex: mylonitischer Paragneis";"Complexe gneissique de la Bäregg: paragneiss mylonitique"
"Vlit503095";15202567;"Bäregg-Gneiskomplex: Metavulkanite";"Complexe gneissique de la Bäregg: métavulcanite"
"Vlit503096";15202568;"Grimsel-Granodiorit: aplitische Randfazies";"Granodiorite du Grimsel: faciès aplitique de bordure"
"Vlit503097";15202569;"Voralp-Granit: saure Randfazies";"Granite de la Voralp: faciès acide de bordure"
"Vlit503098";15202570;"Tamina-Gneiskomplex";"Complexe gneissique de la Tamina"
"Vlit503099";15202571;"Tamina-Gneiskomplex: schiefriger Biotitgneis";"Complexe gneissique de la Tamina: gneiss schisteux à biotite"
"Vlit503100";15202572;"Tamina-Gneiskomplex: mylonitisch";"Complexe gneissique de la Tamina: mylonitique"
"Vlit503101";15202573;"Innertkirchen-Migmatit: Marmor";"Migmatite d'Innertkirchen: marbre"
"Vlit503102";15202574;"Guttannen-Gneiskomplex: Migmatit";"Complexe gneissique de Guttannnen: migmatite"
"Vlit503103";15202575;"Guttannen-Gneiskomplex: Amphibolit führend";"Complexe gneissique de Guttannnen: avec amphibolite"
"Vlit503104";15202576;"Guttannen-Gneiskomplex: aplitischer Granit";"Complexe gneissique de Guttannnen: granite aplitique"
"Vlit503105";15202577;"Guttannen-Gneiskomplex: Marmor";"Complexe gneissique de Guttannnen: marbre"
"Vlit503106";15202578;"Guttannen-Gneiskomplex: Ultramafit";"Complexe gneissique de Guttannnen: roche ultramafique"
"Vlit503107";15202579;"Ofenhorn-Stampfhorn-Gneiskomplex: mit Schollenamphibolit";"Complexe gneissique de l'Ofenhorn-Stampfhorn: avec amphibolite à blocs"
"Vlit503108";15202580;"Ofenhorn-Stampfhorn-Gneiskomplex: aplitischer Granit";"Complexe gneissique de l'Ofenhorn-Stampfhorn: granite aplitique"
"Vlit503109";15202581;"Ofenhorn-Stampfhorn-Gneiskomplex: Schollenamphibolit";"Complexe gneissique de l'Ofenhorn-Stampfhorn: amphibolite à blocs"
"Vlit503110";15202582;"Ofenhorn-Stampfhorn-Gneiskomplex: Ultramafit";"Complexe gneissique de l'Ofenhorn-Stampfhorn: roche ultramafique"
"Vlit503111";15202583;"Bommerstein- und Reischiben-Formation, undifferenziert";"Formations de Bommerstein et de Reischiben, indifférenciées"
"Vlit503112";15202584;"Mels- und Röti-Formation, undifferenziert";"Formations de Mels et de Röti, indifférenciées"
"Vlit503113";15202585;"Guttannen-Gneiskomplex: schierfriger Biotit-Chlorit-Serizit-Gneis";"Complexe gneissique de Guttannnen: gneiss schisteux à biotite, chlorite, séricite"
"Vlit503114";15202586;"Zettenalp-Trochematt-Melange";"Mélange de la Zettenalp-Trochematt"
"Vlit503115";15202587;"Laubersmad-Flysch";"Flysch du Laubersmad"
"Vlit503116";15202588;"Stad-Formation, «Jüngerer Quarzsandstein»";"Formation de Stad, «Jüngerer Quarzsandstein»"
"Vlit503117";15202589;"Einsiedeln-Member, «Älterer Quarzsandstein»";"Membre d'Einsiedeln, «Älterer Quarzsandstein»"
"Vlit503118";15202590;"Schrattenkalk-Formation, vermergelt";"Formation du Schrattenkalk, devenant marneuse"
"Vlit503119";15202591;"Wängen-Kalk, Lithothamnienkalk-Fazies";"Calcaire de Wängen, faciès calcaire à Lithothamnies"
"Vlit503120";15202592;"Einsiedeln-Member, Alveolinenkalk-Fazies";"Membre d'Einsiedeln, faciès calcaire à Alvéolines"
"Vlit503121";15202593;"Hohgant-Sandstein, Sandkalk und Kalk";"Grès du Hohgant, calcaire gréseux et calcaire"
"Vlit503122";15202594;"Tektonisches Melange der Internen Einsiedeln-Schuppen";"Mélange tectonique des écailles internes d'Einsiedeln"
"Vlit503123";15202595;"Bürgen- und Wildstrubel-Formation, undiff.";"Formations du Bürgen et d'Euthal, indiff."
"Vlit503124";15202596;"Euthal-Formation und Steinbach-Member, undiff.";"Formation de l'Euthal et Membre du Steinbach, indiff."
"Vlit503125";15202597;"Stad-Formation (e6)";"Formation de Stad (e6)"
"Vlit503126";15202598;"Stgir- und Inferno-Formation, undifferenziert";"Formations du Stgir et d'Inferno, indifférenciées"
"Vlit503127";15202599;"Oberer Quintner Kalk: Korallenkalk";"Oberer Quintner Kalk: calcaire à coraux"
"Vlit503128";15202600;"Oberer Quintner Kalk: Unterer Kalk";"Oberer Quintner Kalk: Unterer Kalk"
"Vlit503129";15202601;"Prodkamm- bis Sexmor-Formation, undifferenziert";"Formation du Prodkamm à Formation du Sexmor, indifférenciées"
"Vlit503130";15202602;"Plattazüg-Formation";"Formation du Plattazüg"
"Vlit503131";15202603;"Zemenstein- bis Garschella-Formation, undifferenziert";"Formation du Zementstein à Formation de Garschella, indifférenciées"
"Vlit503132";15202604;"Euthal-Formation: schwarzer schiefriger Tonstein";"Formation d'Euthal: faciès argilo-schisteux noir"
"Vlit503133";15203001;"Niesen-Flysch";"Flysch du Niesen"
"Vlit503134";15203002;"Chesselbach-Formation";"Formation du Chesselbach"
"Vlit503135";15203003;"Seron-Formation";"Formation de Seron"
"Vlit503136";15203004;"Niesenkulm-Formation";"Formation du Niesenkulm"
